country,iso3,reporter_code,year,population,population_quartile,is_bottom_population_quartile,world_relative_product_gini,active_product_gini,driver_rank,product_id,country_product_exports,country_share,leave_one_out_product_exports,leave_one_out_world_weight,world_weight_percentile,relative_intensity,loo_gini_contribution,positive_loo_gini_contribution,driver_bucket,representative_classification_code,representative_cmd_code,product_description,product_label
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,2,HS1992:220820,20987772.0,0.07136198930282088,2026293733.381,0.00034834296085373774,0.8995034756703079,204.86129281304568,0.0009393906892333215,0.0009393906892333215,overweight_mid_world_product,H0,220820,Spirits obtained by distilling grape wine or grape marc,220820 - Spirits obtained by distilling grape wine or grape marc
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,3,HS1992:710239,98380723.0,0.33451116689898214,28804801762.612,0.00495187334762712,0.9960278053624627,67.55244801632013,0.0007628187168728928,0.0007628187168728928,overweight_large_world_product,H0,710239,Non-industrial :-- Other,710239 - Non-industrial :-- Other
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,4,HS1992:847330,8106.6511,2.7563990550302393e-05,149783526264.49445,0.02574949335653748,0.9998013902681231,0.00107046729691496,0.0005348270856608828,0.0005348270856608828,underweight_large_world_product,H0,847330,Parts and accessories of the machines of heading No. 84.71,847330 - Parts and accessories of the machines of heading No. 84.71
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,5,HS1992:261390,6823458.0,0.023200916076477653,150115496.372,2.5806562797289522e-05,0.37636544190665344,899.0316245801807,0.0004481128063914541,0.0004481128063914541,overweight_niche_product,H0,261390,Other,261390 - Other
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,6,HS1992:400249,7704907.0,0.026197992379240146,362089149.779,6.224724700528557e-05,0.5864945382323734,420.8698960938081,0.00044382094740846867,0.00044382094740846867,overweight_mid_world_product,H0,400249,Chloroprene (chlorobutadiene) rubber (CR) :-- Other,400249 - Chloroprene (chlorobutadiene) rubber (CR) :-- Other
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,7,HS1992:854211,422.0,1.434871671266031e-06,116625151139.71767,0.020049191185247166,0.9994041708043694,7.156755891089788e-05,0.00042922883757390284,0.00042922883757390284,underweight_large_world_product,H0,854211,"Monolithic integrated circuits, digital","854211 - Monolithic integrated circuits, digital"
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,8,HS1992:740200,11396297.0,0.03874934531429871,1301419145.726,0.00022372876699248824,0.8468718967229394,173.19786737840346,0.0004277513007086009,0.0004277513007086009,overweight_mid_world_product,H0,740200,Unrefined copper; copper anodes for electrolytic refining.,740200 - Unrefined copper; copper anodes for electrolytic refining.
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,9,HS1992:720270,7110913.0,0.02417831189700793,275457678.402,4.73543108305154e-05,0.5185700099304866,510.5831226969791,0.0004277452320727848,0.0004277452320727848,overweight_mid_world_product,H0,720270,Ferro-molybdenum,720270 - Ferro-molybdenum
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,10,HS1992:870323,88187.0,0.00029985077742639214,140838740266.141,0.024211782812632032,0.9996027805362463,0.012384498066369189,0.0003379797992241196,0.0003379797992241196,underweight_large_world_product,H0,870323,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","870323 - Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc"
Armenia,ARM,51,2000,3221100.0,1,True,0.9789622162367781,0.9529700772848746,11,HS1992:854219,0.0,0.0,76347253357.42033,0.013124962017820966,0.9990069513406157,0.0,0.00027979237715447525,0.00027979237715447525,missing_large_world_product,H0,854219,"Monolithic digital integrated circuits :-- Other, including circuits obtained by a combination of bipolar and MOS technologies (BIMOS technology)","854219 - Monolithic digital integrated circuits :-- Other, including circuits obtained by a combination of bipolar and MOS technologies (BIMOS technology)"
