product_id,classification_code,cmd_code,product_label,primary_strict,primary_broad,primary_strict_rule,primary_broad_rule
HS1992:854150,H0,854150,Other semiconductor devices,False,False,not_primary_strict,not_primary_broad
HS1992:854460,H0,854460,"Other electric conductors, for a voltage exceeding 1,000 V",False,False,not_primary_strict,not_primary_broad
HS1992:854511,H0,854511,Electrodes :-- Of a kind used for furnaces,False,False,not_primary_strict,not_primary_broad
HS1992:854519,H0,854519,Electrodes :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:854590,H0,854590,Other,False,False,not_primary_strict,not_primary_broad
HS1992:860900,H0,860900,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport.,False,False,not_primary_strict,not_primary_broad
HS1992:870110,H0,870110,Pedestrian controlled tractors,False,False,not_primary_strict,not_primary_broad
HS1992:870324,H0,870324,"Other vehicles, with spark-ignition internal combustion reciprocating piston engine :-- Of a cylinder capacity exceeding 3,000 cc",False,False,not_primary_strict,not_primary_broad
HS1992:871120,H0,871120,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,False,False,not_primary_strict,not_primary_broad
HS1992:871310,H0,871310,Not mechanically propelled,False,False,not_primary_strict,not_primary_broad
HS1992:871631,H0,871631,Other trailers and semi-trailers for the transport of goods :-- Tanker trailers and tanker semi-trailers,False,False,not_primary_strict,not_primary_broad
HS1992:871680,H0,871680,Other vehicles,False,False,not_primary_strict,not_primary_broad
HS1992:871690,H0,871690,Parts,False,False,not_primary_strict,not_primary_broad
HS1992:880211,H0,880211,"Helicopters :-- Of an unladen weight not exceeding 2,000 kg",False,False,not_primary_strict,not_primary_broad
HS1992:890110,H0,890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds",False,False,not_primary_strict,not_primary_broad
HS1992:890190,H0,890190,Other vessels for the transport of goods and other vessels for the transport of both persons and goods,False,False,not_primary_strict,not_primary_broad
HS1992:890310,H0,890310,Inflatable,False,False,not_primary_strict,not_primary_broad
HS1992:890590,H0,890590,Other,False,False,not_primary_strict,not_primary_broad
HS1992:900590,H0,900590,Parts and accessories (including mountings),False,False,not_primary_strict,not_primary_broad
HS1992:900719,H0,900719,Cameras :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:900990,H0,900990,Parts and accessories,False,False,not_primary_strict,not_primary_broad
HS1992:901540,H0,901540,Photogrammetrical surveying instruments and appliances,False,False,not_primary_strict,not_primary_broad
HS1992:901910,H0,901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,False,False,not_primary_strict,not_primary_broad
HS1992:902000,H0,902000,"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters.",False,False,not_primary_strict,not_primary_broad
HS1992:902121,H0,902121,Artificial teeth and dental fittings :-- Artificial teeth,False,False,not_primary_strict,not_primary_broad
HS1992:903040,H0,903040,"Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)",False,False,not_primary_strict,not_primary_broad
HS1992:903110,H0,903110,Machines for balancing mechanical parts,False,False,not_primary_strict,not_primary_broad
HS1992:903140,H0,903140,"Optical instruments and appliances, nes",False,False,not_primary_strict,not_primary_broad
HS1992:903210,H0,903210,Thermostats,False,False,not_primary_strict,not_primary_broad
HS1992:903300,H0,903300,"Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90.",False,False,not_primary_strict,not_primary_broad
HS1992:910211,H0,910211,"Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- With mechanical display only",False,False,not_primary_strict,not_primary_broad
HS1992:910229,H0,910229,"Other wrist-watches, whether or not incorporating a stop-watch facility :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:940421,H0,940421,"Mattresses :-- Of cellular rubber or plastics, whether or not covered",False,False,not_primary_strict,not_primary_broad
HS1992:960190,H0,960190,Other,False,False,not_primary_strict,not_primary_broad
HS1992:960630,H0,960630,Button moulds and other parts of buttons; button blanks,False,False,not_primary_strict,not_primary_broad
HS1992:961100,H0,961100,"Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing st",False,False,not_primary_strict,not_primary_broad
HS1992:961490,H0,961490,Other,False,False,not_primary_strict,not_primary_broad
HS1992:020610,H0,020610,"Of bovine animals, fresh or chilled",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:021090,H0,021090,"Other, including edible flours and meals of meat or meat offal",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:030212,H0,030212,"Salmonidae, excluding livers and roes :-- Pacific salmon (Oncorhynchus nerka, Oncorhynchusgorbascha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhnchus rhodurus), Altantic salmon (Sa",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:030751,H0,030751,"Octopus (Octopus spp.) :-- Live, fresh or chilled",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:040291,H0,040291,Other :-- Not containing added sugar or other sweetening matter,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:070970,H0,070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:071140,H0,071140,Cucumbers and gherkins,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:071230,H0,071230,Mushrooms and truffles,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:080222,H0,080222,Hazelnuts or filberts (Corylus spp.) :-- Shelled,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:080250,H0,080250,Pistachios,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:080290,H0,080290,Other,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:080410,H0,080410,Dates,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:080720,H0,080720,Papaws (papayas),True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:081120,H0,081120,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:090230,H0,090230,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:090910,H0,090910,Seeds of anise or badian,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:110321,H0,110321,Pellets :-- Of wheat,False,True,not_primary_strict,broad_first_stage_food_inputs_hs11_15_23
HS1992:110329,H0,110329,Pellets :-- Of other cereals,False,True,not_primary_strict,broad_first_stage_food_inputs_hs11_15_23
HS1992:110429,H0,110429,"Other worked grains (for example, hulled, pearled, sliced or kibbled) :-- Of other cereals",False,True,not_primary_strict,broad_first_stage_food_inputs_hs11_15_23
HS1992:110820,H0,110820,Inulin,False,True,not_primary_strict,broad_first_stage_food_inputs_hs11_15_23
HS1992:151620,H0,151620,Vegetable fats and oils and their fractions,False,True,not_primary_strict,broad_first_stage_food_inputs_hs11_15_23
HS1992:160239,H0,160239,Of poultry of heading No. 01.05 :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:160520,H0,160520,Shrimps and prawns,False,False,not_primary_strict,not_primary_broad
HS1992:160590,H0,160590,Other,False,False,not_primary_strict,not_primary_broad
HS1992:180632,H0,180632,"Other, in blocks, slabs or bars :-- Not filled",False,False,not_primary_strict,not_primary_broad
HS1992:190520,H0,190520,Gingerbread and the like,False,False,not_primary_strict,not_primary_broad
HS1992:230110,H0,230110,"Flours, meals and pellets, of meat or meat offal; greaves",False,True,not_primary_strict,broad_first_stage_food_inputs_hs11_15_23
HS1992:250870,H0,250870,Chamotte or dinas earths,True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:251110,H0,251110,Natural barium sulphate (barytes),True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:252010,H0,252010,Gypsum; anhydrite,True,True,strict_minerals_ores_hs25_26,strict_minerals_ores_hs25_26
HS1992:280421,H0,280421,Rare gases :-- Argon,False,False,not_primary_strict,not_primary_broad
HS1992:280429,H0,280429,Rare gases :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:280430,H0,280430,Nitrogen,False,False,not_primary_strict,not_primary_broad
HS1992:281129,H0,281129,Other inorganic oxygen compounds of non-metals : -- Other,False,False,not_primary_strict,not_primary_broad
HS1992:281210,H0,281210,Chlorides and chlorid,False,False,not_primary_strict,not_primary_broad
HS1992:281512,H0,281512,Sodium hydroxide (caustic soda):-- In aqueous solution (soda lye or liquid soda),False,False,not_primary_strict,not_primary_broad
HS1992:281520,H0,281520,Potassium hydroxide (caustic potash),False,False,not_primary_strict,not_primary_broad
HS1992:281910,H0,281910,Chromium trioxide,False,False,not_primary_strict,not_primary_broad
HS1992:283650,H0,283650,Calcium carbonate,False,False,not_primary_strict,not_primary_broad
HS1992:284700,H0,284700,"Hydrogen peroxyde, whether or not solidified with urea",False,False,not_primary_strict,not_primary_broad
HS1992:291711,H0,291711,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives :-- Oxalic acid, its salts and esters",False,False,not_primary_strict,not_primary_broad
HS1992:293729,H0,293729,Adrenal cortical hormones and their derivatives :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:310210,H0,310210,"Urea, whether or not in aqueous solution",False,False,not_primary_strict,not_primary_broad
HS1992:310390,H0,310390,Other,False,False,not_primary_strict,not_primary_broad
HS1992:310520,H0,310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium",False,False,not_primary_strict,not_primary_broad
HS1992:320110,H0,320110,Quebracho extract,False,False,not_primary_strict,not_primary_broad
HS1992:320413,H0,320413,Synthetic organic colouring matter and preparations based thereon as specified in Note 3 to this Chapter :-- Basic dyes and preparations based thereon,False,False,not_primary_strict,not_primary_broad
HS1992:320910,H0,320910,Based on acrylic or vinyl polymers,False,False,not_primary_strict,not_primary_broad
HS1992:330122,H0,330122,Essential oils other than those of citrus fruit :-- Of jasmin,False,False,not_primary_strict,not_primary_broad
HS1992:340399,H0,340399,Other,False,False,not_primary_strict,not_primary_broad
HS1992:350190,H0,350190,Other,False,False,not_primary_strict,not_primary_broad
HS1992:350520,H0,350520,Glues,False,False,not_primary_strict,not_primary_broad
HS1992:350790,H0,350790,Other,False,False,not_primary_strict,not_primary_broad
HS1992:370690,H0,370690,Other,False,False,not_primary_strict,not_primary_broad
HS1992:380400,H0,380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading No. 38.03.",False,False,not_primary_strict,not_primary_broad
HS1992:380610,H0,380610,Rosin and resin acids,False,False,not_primary_strict,not_primary_broad
HS1992:380820,H0,380820,Fungicides,False,False,not_primary_strict,not_primary_broad
HS1992:380840,H0,380840,Disinfectants,False,False,not_primary_strict,not_primary_broad
HS1992:390110,H0,390110,Polyethylene having a specific gravity of less than 0.94,False,False,not_primary_strict,not_primary_broad
HS1992:390519,H0,390519,Polyvinyl acetate :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:392114,H0,392114,Cellular :-- Of regenerated cellulose,False,False,not_primary_strict,not_primary_broad
HS1992:400700,H0,400700,Vulcanised rubber thread and cord.,False,False,not_primary_strict,not_primary_broad
HS1992:401150,H0,401150,Of a kind used on bicycles,False,False,not_primary_strict,not_primary_broad
HS1992:401390,H0,401390,Other,False,False,not_primary_strict,not_primary_broad
HS1992:420100,H0,420100,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.",False,False,not_primary_strict,not_primary_broad
HS1992:420400,H0,420400,"Articles of leather or of composition leather, of a kind used in machinery or mechanical appliances or for other technical uses.",False,False,not_primary_strict,not_primary_broad
HS1992:441131,H0,441131,Fibreboard of a density exceeding 0.35 g/cm3 but not exceeding 0.5 g/cm3 :-- Not mechanically worked or surface covered,False,False,not_primary_strict,not_primary_broad
HS1992:460120,H0,460120,"Mats, matting and screens of vegetable materials",False,False,not_primary_strict,not_primary_broad
HS1992:470720,H0,470720,"Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",False,True,not_primary_strict,broad_processed_wood_pulp_waste
HS1992:480523,H0,480523,"Multi-ply paper and paperboard :-- Having three or more layers, of which only the two outer layers are bleached",False,False,not_primary_strict,not_primary_broad
HS1992:481139,H0,481139,"Paper and paperboard coated, impregnated or covered with plastics (excluding adhesives) :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:481850,H0,481850,Articles of apparel and clothing accessories,False,False,not_primary_strict,not_primary_broad
HS1992:490510,H0,490510,Globes,False,False,not_primary_strict,not_primary_broad
HS1992:490599,H0,490599,Other,False,False,not_primary_strict,not_primary_broad
HS1992:510710,H0,510710,Containing 85 % or more by weight of wool,False,False,not_primary_strict,not_primary_broad
HS1992:510720,H0,510720,Containing less than 85 % by weight of wool,False,False,not_primary_strict,not_primary_broad
HS1992:511190,H0,511190,Other,False,False,not_primary_strict,not_primary_broad
HS1992:511290,H0,511290,Other,False,False,not_primary_strict,not_primary_broad
HS1992:520829,H0,520829,Bleached :-- Other fabrics,False,False,not_primary_strict,not_primary_broad
HS1992:520843,H0,520843,"Of yarns of different colours :-- 3-thread or 4-thread twill, including cross twill",False,False,not_primary_strict,not_primary_broad
HS1992:540730,H0,540730,Fabrics specified in Note 9 to Section XI,False,False,not_primary_strict,not_primary_broad
HS1992:540751,H0,540751,"Other woven fabrics, containing 85 % or more by weight of textured polyester filaments :-- Unbleached or bleached",False,False,not_primary_strict,not_primary_broad
HS1992:540823,H0,540823,"Other woven fabrics, containing 85 % or more by weight of artificial filament or strip or the like :-- Of yarns of different colours",False,False,not_primary_strict,not_primary_broad
HS1992:560420,H0,560420,"High tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated",False,False,not_primary_strict,not_primary_broad
HS1992:570110,H0,570110,Of wool or fine animal hair,False,False,not_primary_strict,not_primary_broad
HS1992:570299,H0,570299,"Other, not of pile construction, made up :-- Of other textile materials",False,False,not_primary_strict,not_primary_broad
HS1992:580136,H0,580136,Of man-made fibres :-- Chenille fabrics,False,False,not_primary_strict,not_primary_broad
HS1992:600243,H0,600243,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Of man-made fibres",False,False,not_primary_strict,not_primary_broad
HS1992:610792,H0,610792,Other :-- Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:611430,H0,611430,Of man-made fibres,False,False,not_primary_strict,not_primary_broad
HS1992:611512,H0,611512,"Panty hose and tights :- Panty hose and tights :-- Of synthetic fibres, measuring per single yarn 67 decitex or more",False,False,not_primary_strict,not_primary_broad
HS1992:630392,H0,630392,Other :-- Of synthetic fibres,False,False,not_primary_strict,not_primary_broad
HS1992:680430,H0,680430,Hand sharpening or polishing stones,False,False,not_primary_strict,not_primary_broad
HS1992:701321,H0,701321,Drinking glasses other than of glass-ceramics :-- Of lead crystal,False,False,not_primary_strict,not_primary_broad
HS1992:701990,H0,701990,Other,False,False,not_primary_strict,not_primary_broad
HS1992:720430,H0,720430,Waste and scrap of tinned iron or steel,False,True,not_primary_strict,broad_first_stage_metals_scrap
HS1992:720911,H0,720911,"Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, 355 mp",False,False,not_primary_strict,not_primary_broad
HS1992:720921,H0,720921,"Cold rolled iron or non-alloy steel, coil, width >600mm, t >3mm, nes",False,False,not_primary_strict,not_primary_broad
HS1992:721090,H0,721090,Other,False,False,not_primary_strict,not_primary_broad
HS1992:721250,H0,721250,Otherwise plated or coated,False,False,not_primary_strict,not_primary_broad
HS1992:722020,H0,722020,Not further worked than cold-rolled (cold-reduced),False,False,not_primary_strict,not_primary_broad
HS1992:722590,H0,722590,"Flat rolled alloy-steel, width >600mm, nes",False,False,not_primary_strict,not_primary_broad
HS1992:722820,H0,722820,"Bars and rods, of silico-manganese steel",False,False,not_primary_strict,not_primary_broad
HS1992:722830,H0,722830,"Other bars and rods, not further worked than hot-rolled, hot-drawn or extruded",False,False,not_primary_strict,not_primary_broad
HS1992:722850,H0,722850,"Other bars and rods, not further worked than cold-formed or cold-finished",False,False,not_primary_strict,not_primary_broad
HS1992:722860,H0,722860,Other bars and rods,False,False,not_primary_strict,not_primary_broad
HS1992:730210,H0,730210,Rails,False,False,not_primary_strict,not_primary_broad
HS1992:730449,H0,730449,"Other, of circular cross-section, of stainless steel :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:730590,H0,730590,Other,False,False,not_primary_strict,not_primary_broad
HS1992:730721,H0,730721,"Other, of stainless steel :-- Flanges",False,False,not_primary_strict,not_primary_broad
HS1992:731300,H0,731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel.",False,False,not_primary_strict,not_primary_broad
HS1992:731590,H0,731590,Other parts,False,False,not_primary_strict,not_primary_broad
HS1992:732182,H0,732182,Other appliances :-- For liquid fuel,False,False,not_primary_strict,not_primary_broad
HS1992:740321,H0,740321,Copper alloys :-- Copper-zinc base alloys (brass),False,True,not_primary_strict,broad_first_stage_metals_scrap
HS1992:740620,H0,740620,Powders of lamellar structure; flakes,False,False,not_primary_strict,not_primary_broad
HS1992:741012,H0,741012,Not backed :-- Of copper alloys,False,False,not_primary_strict,not_primary_broad
HS1992:741022,H0,741022,Backed :-- Of copper alloys,False,False,not_primary_strict,not_primary_broad
HS1992:741991,H0,741991,"Other :-- Cast, moulded, stamped or forged, but not further worked",False,False,not_primary_strict,not_primary_broad
HS1992:760720,H0,760720,Backed,False,False,not_primary_strict,not_primary_broad
HS1992:780600,H0,780600,Other articles of lead.,False,False,not_primary_strict,not_primary_broad
HS1992:790600,H0,790600,"Zinc tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",False,False,not_primary_strict,not_primary_broad
HS1992:800400,H0,800400,"Tin plates, sheets and strip, of a thickness exceeding 0.2 mm.",False,False,not_primary_strict,not_primary_broad
HS1992:810810,H0,810810,Unwrought titanium; waste and scrap; powders,False,True,not_primary_strict,broad_unwrought_powder_waste_other_base_metals
HS1992:820231,H0,820231,Circular saw blades (including slitting or slotting saw blades) :-- With working part of steel,False,False,not_primary_strict,not_primary_broad
HS1992:820240,H0,820240,Chain saw blades,False,False,not_primary_strict,not_primary_broad
HS1992:820340,H0,820340,"Pipe-cutters, bolt croppers, perforating punches and similar tools",False,False,not_primary_strict,not_primary_broad
HS1992:821192,H0,821192,Other :-- Other knives having fixed blades,False,False,not_primary_strict,not_primary_broad
HS1992:840731,H0,840731,Reciprocating piston engines of a kind used for the propulsion of vehicles of Chapter 87 :-- Of a cylinder capacity not exceeding 50 cc,False,False,not_primary_strict,not_primary_broad
HS1992:841090,H0,841090,"Parts, including regulators",False,False,not_primary_strict,not_primary_broad
HS1992:841919,H0,841919,"Instantaneous or storage water heaters, non-electric :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:841940,H0,841940,Distilling or rectifying plant,False,False,not_primary_strict,not_primary_broad
HS1992:842539,H0,842539,Other winches; capstans :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:842699,H0,842699,Other machinery :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:843010,H0,843010,Pile-drivers and pile-extractors,False,False,not_primary_strict,not_primary_broad
HS1992:843420,H0,843420,Dairy machinery,False,False,not_primary_strict,not_primary_broad
HS1992:843699,H0,843699,Parts :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:844329,H0,844329,"Letterpress printing machinery, excluding flexographic printing :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:844540,H0,844540,Textile winding (including weft-winding) or reeling machines,False,False,not_primary_strict,not_primary_broad
HS1992:844900,H0,844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats.",False,False,not_primary_strict,not_primary_broad
HS1992:845891,H0,845891,Other lathes :-- Numerically controlled,False,False,not_primary_strict,not_primary_broad
HS1992:846120,H0,846120,Shaping or slotting machines,False,False,not_primary_strict,not_primary_broad
HS1992:846510,H0,846510,Machines which can carry out different types of machining operations without tool change between such operations,False,False,not_primary_strict,not_primary_broad
HS1992:846789,H0,846789,Other tools :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:847230,H0,847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",False,False,not_primary_strict,not_primary_broad
HS1992:848060,H0,848060,Moulds for mineral materials,False,False,not_primary_strict,not_primary_broad
HS1992:848330,H0,848330,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings",False,False,not_primary_strict,not_primary_broad
HS1992:848390,H0,848390,Parts,False,False,not_primary_strict,not_primary_broad
HS1992:848410,H0,848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,False,False,not_primary_strict,not_primary_broad
HS1992:850820,H0,850820,Saws,False,False,not_primary_strict,not_primary_broad
HS1992:850940,H0,850940,Food grinders and mixers; fruit or vegetable juice extractors,False,False,not_primary_strict,not_primary_broad
HS1992:851640,H0,851640,Electric smoothing irons,False,False,not_primary_strict,not_primary_broad
HS1992:851822,H0,851822,"Loudspeakers, whether or not mounted in their enclosures :-- Multiple loudspeakers, mounted in the same enclosure",False,False,not_primary_strict,not_primary_broad
HS1992:852313,H0,852313,Magnetic tapes :-- Of a width exceeding 6.5 mm,False,False,not_primary_strict,not_primary_broad
HS1992:852410,H0,852410,Gramophone records,False,False,not_primary_strict,not_primary_broad
HS1992:852691,H0,852691,Other :-- Radio navigational aid apparatus,False,False,not_primary_strict,not_primary_broad
HS1992:852721,H0,852721,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, including apparatus capable of receiving also radio-telp...:Combined with sound recording or reproducing apparat",False,False,not_primary_strict,not_primary_broad
HS1992:853990,H0,853990,Parts,False,False,not_primary_strict,not_primary_broad
HS1992:854380,H0,854380,"Electrical machines and apparatus, nes",False,False,not_primary_strict,not_primary_broad
HS1992:860691,H0,860691,Other :-- Covered and closed,False,False,not_primary_strict,not_primary_broad
HS1992:860699,H0,860699,Other,False,False,not_primary_strict,not_primary_broad
HS1992:870210,H0,870210,With compression-ignition internal combustion piston engine (diesel or semi-diesel),False,False,not_primary_strict,not_primary_broad
HS1992:871130,H0,871130,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,False,False,not_primary_strict,not_primary_broad
HS1992:871140,H0,871140,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,False,False,not_primary_strict,not_primary_broad
HS1992:871150,H0,871150,With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,False,False,not_primary_strict,not_primary_broad
HS1992:871419,H0,871419,Of motorcycles (including mopeds) :-- Other,False,False,not_primary_strict,not_primary_broad
HS1992:880320,H0,880320,Under-carriages and parts thereof,False,False,not_primary_strict,not_primary_broad
HS1992:890130,H0,890130,"Refrigerated vessels, other than those of subheading No. 8901.20",False,False,not_primary_strict,not_primary_broad
HS1992:890392,H0,890392,"Other :-- Motorboats, other than outboard motorboats",False,False,not_primary_strict,not_primary_broad
HS1992:890510,H0,890510,Dredgers,False,False,not_primary_strict,not_primary_broad
HS1992:900791,H0,900791,Parts and accessories :-- For cameras,False,False,not_primary_strict,not_primary_broad
HS1992:900912,H0,900912,Electrostatic photo-copying apparatus :-- Operating by reproducing the original image via an intermediate onto the copy (indirect process),False,False,not_primary_strict,not_primary_broad
HS1992:901090,H0,901090,Parts and accessories,False,False,not_primary_strict,not_primary_broad
HS1992:901780,H0,901780,Other instruments,False,False,not_primary_strict,not_primary_broad
HS1992:902290,H0,902290,"Other, including parts and accessories",False,False,not_primary_strict,not_primary_broad
HS1992:902520,H0,902520,Barometers,False,False,not_primary_strict,not_primary_broad
HS1992:902580,H0,902580,Other instruments,False,False,not_primary_strict,not_primary_broad
HS1992:902720,H0,902720,Chromatographs and electrophoresis instruments,False,False,not_primary_strict,not_primary_broad
HS1992:902780,H0,902780,Other instruments and apparatus,False,False,not_primary_strict,not_primary_broad
HS1992:902790,H0,902790,Microtomes; parts and accessories,False,False,not_primary_strict,not_primary_broad
HS1992:902830,H0,902830,Electricity meters,False,False,not_primary_strict,not_primary_broad
HS1992:940550,H0,940550,Non-electrical lamps and lighting fittings,False,False,not_primary_strict,not_primary_broad
HS1992:950629,H0,950629,"Water-skis, surf-boards, sailboards and other water-sport equipment :-- Other",False,False,not_primary_strict,not_primary_broad
HS1992:961330,H0,961330,Table lighters,False,False,not_primary_strict,not_primary_broad
HS1992:961380,H0,961380,Other lighters,False,False,not_primary_strict,not_primary_broad
HS1992:961700,H0,961700,"Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners.",False,False,not_primary_strict,not_primary_broad
HS1992:020629,H0,020629,"Of bovine animals, frozen :-- Other",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:020630,H0,020630,"Of swine, fresh or chilled",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:020649,H0,020649,"Of swine, frozen :-- Other",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:020690,H0,020690,"Other, frozen",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:030530,H0,030530,"Fish fillets, dried, salted or in brine, but not smoked",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:040130,H0,040130,"Of a fat content, by weight, exceeding 6 %",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:040390,H0,040390,Other,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:051110,H0,051110,Bovine semen,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:070920,H0,070920,Asparagus,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:070940,H0,070940,Celery other than celeriac,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:080620,H0,080620,Dried,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:080910,H0,080910,Apricots,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:090112,H0,090112,"Coffee, not roasted :-- Decaffeinated",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:120500,H0,120500,"Rape or colza seeds, whether or not broken.",True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
HS1992:130110,H0,130110,Lac,True,True,strict_hs01_10_12_14_raw_agriculture,strict_hs01_10_12_14_raw_agriculture
