country,iso3,reporter_code,year,flow,variant,total_trade_value,product_gini,product_top_1pct_share,product_top_2pct_share,product_top_5pct_share,product_top_10pct_share,product_top_200_share,product_active_count,partner_gini,partner_top_1pct_share,partner_top_2pct_share,partner_top_5pct_share,partner_top_10pct_share,partner_top_200_share,partner_active_count,top_5_partner_share,product_partner_cell_gini,product_partner_cell_top_1pct_share,product_partner_cell_top_2pct_share,product_partner_cell_top_5pct_share,product_partner_cell_top_10pct_share,product_partner_cell_top_200_share,product_partner_cell_active_count
Germany,DEU,276,2002,Imports,baseline,490450056000.0,0.8329357553468633,0.39618957857759934,0.4880000380711548,0.6273515972439812,0.7420458057812924,0.5855193235006991,5174,0.8867447201374625,0.23812340027544007,0.36510227659144157,0.6366949869407293,0.843784731874921,0.9999953226633947,228,0.36510227659144157,0.9365646150446447,0.572177508325129,0.679249905111643,0.8194082029017038,0.9086766237416843,0.32425310600841284,138506
Germany,DEU,276,2003,Exports,baseline,748531267000.0,0.8454166197440303,0.40545200899403444,0.48883324335468276,0.629559566547806,0.7540226185367885,0.5910990074914265,5011,0.8888575432138452,0.2778203532278098,0.40878508419074494,0.6729994459937503,0.8353486481680932,0.9999759328690808,229,0.40878508419074494,0.9353053066330279,0.5743817499075827,0.6800515214817339,0.8202164599758797,0.9080959620087586,0.2673391384197181,293193
Germany,DEU,276,2003,Imports,baseline,601761022000.0,0.8455674897294796,0.43644808885611075,0.5217434970389292,0.6532075817964826,0.7609814714785564,0.6145024394750512,5147,0.8878795583091998,0.23846358397071454,0.36024398735483404,0.6375368144066998,0.8473293755473581,0.9999977931438703,228,0.36024398735483404,0.9411092721558396,0.5997715069687581,0.7008795411810504,0.8327615210677437,0.9155491313958849,0.3653769136944865,137289
Germany,DEU,276,2004,Exports,baseline,911742096000.0,0.8468780801201696,0.4078307556833484,0.4932010477226007,0.6337208916149464,0.7558462552331247,0.5957334177975698,5012,0.8876421570903243,0.26951494186575325,0.39770407617550657,0.6692055414319709,0.8337389590049158,0.9999761686993556,229,0.39770407617550657,0.9370611283482884,0.5794085414259517,0.6856013545304154,0.8246808294787784,0.9110845310799383,0.26905804621310364,302117
Germany,DEU,276,2004,Imports,baseline,718150018000.0,0.8514733213061279,0.45081112007992735,0.5384700415060074,0.6637268008813167,0.7700231764110322,0.6267036993933488,5152,0.8883501785912566,0.2345571395641182,0.35332051888913274,0.6366586236025131,0.8481373817914463,0.9999949202814056,228,0.35332051888913274,0.9437192049068193,0.6132071948231853,0.7124056411288706,0.8397801864289587,0.9199228621338,0.3794207507768941,140099
Germany,DEU,276,2005,Exports,baseline,977131972000.0,0.8395465498384795,0.38177478036712936,0.4679289237298644,0.6158353940341643,0.7436464109476504,0.57724014786408,4961,0.8852781556422826,0.2601736370161471,0.3867213660264921,0.6598031263682773,0.8276135324328534,0.9999802657158372,229,0.3867213660264921,0.9349525522658819,0.5609926148235788,0.6724766846540152,0.8178803906745976,0.9083648528901068,0.2417301447178519,302768
Germany,DEU,276,2005,Imports,baseline,779819058000.0,0.8452375786918906,0.42414417499398943,0.5146690554464495,0.6474327933134458,0.7597458217031674,0.6093981470763183,5143,0.8866232947419839,0.22510634255363376,0.34924815853884916,0.6314061524256823,0.8453182058548766,0.9999970031509541,229,0.34924815853884916,0.9415442680706734,0.5953884304787022,0.6995066052874025,0.8329234664588051,0.9169394767471816,0.34882156086008353,140697
Germany,DEU,276,2006,Exports,baseline,1121962887000.0,0.8396915274577716,0.37497029970831824,0.46058394621390003,0.6132464085685929,0.7439921076462487,0.5739204865517089,4947,0.8832350865236398,0.2506359900655074,0.37496033592063016,0.6514051235279408,0.8297869553326856,0.999972232593109,231,0.37496033592063016,0.9351719636275662,0.55873709929587,0.6711902868851312,0.8183599454479995,0.9088048988201515,0.23684821938321388,309252
Germany,DEU,276,2006,Imports,baseline,922213393000.0,0.8489706427831005,0.428890508424876,0.5202337752212627,0.6545412575677049,0.7656080516280249,0.6171948545969556,5131,0.8840422617920403,0.22671767465862427,0.3481244172301887,0.6278904854291137,0.8399897918203406,0.9999992246913725,228,0.3481244172301887,0.9426167241071652,0.6002848280040106,0.7038120395200116,0.8363246010676837,0.9188464063002391,0.35386228336850883,141269
Germany,DEU,276,2007,Exports,baseline,1328841354000.0,0.8408976944857209,0.37833239723212286,0.46949647835839403,0.6189694988977593,0.7476678792463287,0.5868136415628137,4791,0.8840173500461739,0.24170152744960405,0.3685169644411894,0.6540704301410536,0.8305862145828433,0.9999685274695327,233,0.3685169644411894,0.9368544675367718,0.5680876040827971,0.6795792223666753,0.8231969600488517,0.9114934761429768,0.25080893667010307,307200
