country,iso3,reporter_code,metric,start_year,end_year,start_metric,end_metric,delta_metric,metric_change_direction,main_driver_bucket,main_driver_bucket_label,main_driver_group,delta_top5_contribution,delta_rank6_50_contribution,delta_rank51_200_contribution,delta_rank201_plus_contribution
Jamaica,JAM,388,hhi,2000,2024,0.006551554841435218,0.006744125939112936,0.00019257109767771823,increase,top5,Top 5,top-5 superstar concentration,0.0004555606610766737,-0.00033457948152045935,5.9159945456183755e-05,1.2429972665321088e-05
Japan,JPN,392,hhi,2000,2024,0.007658883608585451,0.0054804271184972966,-0.0021784564900881546,decrease,top5,Top 5,top-5 superstar concentration,-0.0019020498658896007,-0.00035252288614884774,5.259934151982296e-05,2.3516920430471325e-05
Jordan,JOR,400,hhi,2000,2024,0.011580362377675771,0.010184902885577446,-0.0013954594920983256,decrease,top5,Top 5,top-5 superstar concentration,-0.00086354104226376,-0.0006284061191438252,7.168875373312868e-05,2.4798915576129468e-05
Kazakhstan,KAZ,398,hhi,2000,2024,0.07264710006009872,0.004493014115432876,-0.06815408594466585,decrease,top5,Top 5,top-5 superstar concentration,-0.06281394365927188,-0.005930345860706998,0.00040479038318895526,0.00018541319212407218
Kenya,KEN,404,hhi,2000,2024,0.008195804528626217,0.008767500558519813,0.0005716960298935963,increase,top5,Top 5,top-5 superstar concentration,0.0014013775181420472,-0.0008851517113876257,3.962729513603099e-05,1.584292800314456e-05
Kuwait,KWT,414,hhi,2000,2024,0.008634680184732943,0.012161249642361482,0.0035265694576285395,increase,top5,Top 5,top-5 superstar concentration,0.004339600241159084,-0.0005089653814245084,-0.0003043816458788304,3.162437727937279e-07
Kyrgyzstan,KGZ,417,hhi,2000,2024,0.011801072143594332,0.02340054118697103,0.011599469043376697,increase,top5,Top 5,top-5 superstar concentration,0.01084486800104087,0.0010157954199515075,-0.0002271776636449162,-3.401671397075915e-05
Latvia,LVA,428,hhi,2000,2024,0.002719679324062051,0.004726382320380055,0.002006702996318004,increase,top5,Top 5,top-5 superstar concentration,0.001812105836951597,0.00032776110955430365,-8.625832548718698e-05,-4.69056247007094e-05
Lebanon,LBN,422,hhi,2000,2024,0.01427332254633236,0.03719563522961238,0.022922312683280023,increase,top5,Top 5,top-5 superstar concentration,0.0227307760549005,0.00020405988392172025,2.853048732814038e-05,-4.105374287032018e-05
Lesotho,LSO,426,hhi,2000,2024,0.008458229572546072,0.005750861580462204,-0.0027073679920838686,decrease,top5,Top 5,top-5 superstar concentration,-0.0015447497493691945,-0.001081485386970016,-0.000142986989142747,6.185413339809103e-05
Lithuania,LTU,440,hhi,2000,2024,0.004053993345497477,0.004748646272993064,0.0006946529274955877,increase,top5,Top 5,top-5 superstar concentration,0.0006975563758171506,4.702491723596741e-05,-2.5730791640425806e-05,-2.4197573917105326e-05
Luxembourg,LUX,442,hhi,2000,2024,0.008752343265879247,0.006582507009900716,-0.0021698362559785305,decrease,top5,Top 5,top-5 superstar concentration,-0.0022886624978784376,7.352223086436703e-05,3.609777109105962e-05,9.206239944480022e-06
Madagascar,MDG,450,hhi,2000,2024,0.011841468448037072,0.0083205446839917,-0.0035209237640453726,decrease,top5,Top 5,top-5 superstar concentration,-0.003704334877154906,9.524973351581574e-05,7.114379096293232e-05,1.701758863078637e-05
Malawi,MWI,454,hhi,2000,2024,0.008396317974164907,0.010765472350963156,0.002369154376798249,increase,top5,Top 5,top-5 superstar concentration,0.0023217332914088904,0.0002228214205128344,-0.00017188024037590095,-3.5200947475760706e-06
Malaysia,MYS,458,hhi,2000,2024,0.014059163329937938,0.006642315842772878,-0.00741684748716506,decrease,top5,Top 5,top-5 superstar concentration,-0.0070648797600735055,-0.0004882955460932294,9.428513192633238e-05,4.204268707534528e-05
Maldives,MDV,462,hhi,2000,2024,0.007779631309197319,0.004493277138205793,-0.0032863541709915265,decrease,top5,Top 5,top-5 superstar concentration,-0.002718850043674041,-0.0006394018509773237,4.048099398624972e-05,3.1416729673589534e-05
Mali,MLI,466,hhi,2000,2023,0.01171838133600275,0.011684950728366011,-3.343060763673876e-05,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.00018324605913965127,-0.00024096599137277,2.15479445330115e-05,2.7413800633660257e-06
Malta,MLT,470,hhi,2000,2024,0.2189589935071093,0.021337741470920837,-0.19762125203618847,decrease,top5,Top 5,top-5 superstar concentration,-0.19913725417033057,0.0012758791081965586,0.00019932560365053785,4.0797422294969375e-05
Mauritania,MRT,478,hhi,2000,2024,0.022900300967761286,0.02537394137385175,0.0024736404060904625,increase,top5,Top 5,top-5 superstar concentration,0.004999118703682907,-0.0025421380143167915,-1.0480116430737875e-06,1.7707728367414286e-05
Mauritius,MUS,480,hhi,2000,2024,0.004454006230810029,0.006167049009618171,0.0017130427788081418,increase,top5,Top 5,top-5 superstar concentration,0.001758066103560032,5.7490660044656836e-05,-7.959369723109337e-05,-2.2920287565455095e-05
Mexico,MEX,484,hhi,2000,2024,0.0049061591782613,0.005254155202929947,0.00034799602466864706,increase,top5,Top 5,top-5 superstar concentration,0.00013158032099387,0.0001132771916460564,0.00010084140291028283,2.2971091184393905e-06
Mongolia,MNG,496,hhi,2000,2023,0.010936915839947423,0.008722595897917018,-0.0022143199420304044,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.0007197620692069922,-0.0014753886728879478,-6.586394359996053e-05,4.669474366449374e-05
Montenegro,MNE,499,hhi,2006,2024,0.00628111741399387,0.005396049225968381,-0.0008850681880254885,decrease,top5,Top 5,top-5 superstar concentration,-0.0008132079311077688,-0.00012071050390474259,5.1318580312193765e-05,-2.4683333251694585e-06
Montserrat,MSR,500,hhi,2000,2024,0.0159786965053888,0.004433495409235297,-0.011545201096153503,decrease,top5,Top 5,top-5 superstar concentration,-0.009697483546512602,-0.002053063714647741,9.619661119359064e-05,0.00010914955381324733
Morocco,MAR,504,hhi,2000,2024,0.006868540581515051,0.006651336503418073,-0.00021720407809697802,decrease,top5,Top 5,top-5 superstar concentration,-0.0011246033375441294,0.0008992720959753423,2.5424487588852126e-05,-1.729732411704396e-05
Mozambique,MOZ,508,hhi,2000,2024,0.013449397463695245,0.009865837055793221,-0.003583560407902024,decrease,top5,Top 5,top-5 superstar concentration,-0.0036276800816816253,0.00011674160286799214,-8.882967375113438e-05,1.620774466274938e-05
Namibia,NAM,516,hhi,2000,2024,0.014185793788697124,0.008492171403513852,-0.005693622385183271,decrease,top5,Top 5,top-5 superstar concentration,-0.006338351191103022,0.0005714839180723796,9.40425752014672e-05,-2.0797687354096896e-05
Netherlands,NLD,528,hhi,2000,2024,0.007495138179696341,0.003603970503007296,-0.003891167676689045,decrease,top5,Top 5,top-5 superstar concentration,-0.004635268077283086,0.0006385831774142808,0.00010042571309877107,5.091510080991506e-06
New Zealand,NZL,554,hhi,2000,2024,0.008435609026771903,0.005262219255400466,-0.0031733897713714368,decrease,top5,Top 5,top-5 superstar concentration,-0.00356782221819339,0.000317241324988548,7.130417781613108e-05,5.886944017276436e-06
Nicaragua,NIC,558,hhi,2000,2024,0.004832913768407854,0.008511555844899732,0.003678642076491878,increase,top5,Top 5,top-5 superstar concentration,0.0035755523996888958,0.00023022693497122201,-8.69665013699273e-05,-4.017075679831079e-05
Niger,NER,562,hhi,2000,2024,0.0297725022046962,0.028695751564311762,-0.0010767506403844378,decrease,top5,Top 5,top-5 superstar concentration,-0.0006577685401892158,-0.0004473580468806063,2.083708106325995e-05,7.538865622111565e-06
Nigeria,NGA,566,hhi,2000,2024,0.00965165311019831,0.006028133684559397,-0.0036235194256389134,decrease,top5,Top 5,top-5 superstar concentration,-0.0024573595200986114,-0.0012874886229924751,7.437554909223447e-05,4.695316835993962e-05
North Macedonia,MKD,807,hhi,2000,2024,0.004610573859363979,0.009363559375706942,0.004752985516342963,increase,top5,Top 5,top-5 superstar concentration,0.005134065300778505,-0.0002649117850359059,-9.212586315081192e-05,-2.404213624882396e-05
Norway,NOR,579,hhi,2000,2024,0.008197317336782927,0.006575364256713606,-0.0016219530800693207,decrease,top5,Top 5,top-5 superstar concentration,-0.0013301358584859157,-0.0003971319867938877,8.579216824289217e-05,1.9522596967591632e-05
Oman,OMN,512,hhi,2000,2024,0.024462274127511376,0.007826934286221221,-0.016635339841290155,decrease,top5,Top 5,top-5 superstar concentration,-0.016772428054703945,5.101942242620623e-05,3.647540228297961e-05,4.959338870460445e-05
Pakistan,PAK,586,hhi,2003,2024,0.010045294997698141,0.015679596369330324,0.005634301371632183,increase,top5,Top 5,top-5 superstar concentration,0.005505817194894079,0.00026262217699023985,-0.00011198671414573041,-2.2151286106404056e-05
Panama,PAN,591,hhi,2000,2024,0.005219508427704084,0.006757637339436277,0.001538128911732193,increase,top5,Top 5,top-5 superstar concentration,0.0019423593629888888,-0.0005023636903394126,0.00011297076212602136,-1.4837523043306576e-05
Paraguay,PRY,600,hhi,2000,2024,0.009676536325114041,0.011310080418543414,0.0016335440934293725,increase,top5,Top 5,top-5 superstar concentration,0.0019216634220652748,-0.00017725062064641306,-0.00012041931480534241,9.55060681585031e-06
Peru,PER,604,hhi,2000,2024,0.004530892537052238,0.004233844923709638,-0.00029704761334259974,decrease,top5,Top 5,top-5 superstar concentration,-0.00021898250126844879,-0.00010989396610815204,2.5324776088275747e-05,6.5040779457237186e-06
Philippines,PHL,608,hhi,2000,2024,0.004488541296366665,0.005047893644950052,0.0005593523485833869,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.00012837849474931049,0.0004933917839218757,-5.343235351920622e-05,-8.985576568592277e-06
Poland,POL,616,hhi,2000,2024,0.002711542867539391,0.003060261681943188,0.00034871881440379704,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.00012823607491252898,0.00017741976352710336,6.897579520738083e-05,-2.5912819243215562e-05
Portugal,PRT,620,hhi,2000,2024,0.005486316360085089,0.003422663646385067,-0.0020636527137000223,decrease,top5,Top 5,top-5 superstar concentration,-0.002198725323202623,7.172126470378652e-05,4.9523799406805556e-05,1.3827545392008575e-05
Qatar,QAT,634,hhi,2000,2024,0.016946280218692277,0.009114736098666651,-0.007831544120025626,decrease,top5,Top 5,top-5 superstar concentration,-0.008035601149659713,0.0002994195939989893,-0.00010503906618955554,9.676501824655459e-06
Rep. of Korea,KOR,410,hhi,2000,2024,0.019195453500276592,0.003598144648711635,-0.015597308851564958,decrease,top5,Top 5,top-5 superstar concentration,-0.01621595032298616,0.00043188665196647585,0.00013635432422116065,5.040049523355957e-05
Rep. of Moldova,MDA,498,hhi,2000,2024,0.016070783883029058,0.0040005746284605135,-0.012070209254568545,decrease,top5,Top 5,top-5 superstar concentration,-0.011940668675584737,-0.00016526542080580746,-2.0243118350188674e-05,5.596796017219154e-05
Romania,ROU,642,hhi,2000,2024,0.0028610438977175194,0.0037289489483617365,0.0008679050506442171,increase,top5,Top 5,top-5 superstar concentration,0.0011666891504888907,-0.00017700089563285355,-0.00013294532715421505,1.1162122942395521e-05
Russian Federation,RUS,643,hhi,2000,2021,0.005374460854513664,0.0037907265340999304,-0.0015837343204137336,decrease,top5,Top 5,top-5 superstar concentration,-0.0013308358952013283,-0.00025194161618900335,-2.936478899767908e-05,2.840797997427839e-05
Rwanda,RWA,646,hhi,2001,2022,0.030191818960784607,0.021842722960070535,-0.008349096000714071,decrease,top5,Top 5,top-5 superstar concentration,-0.006405178238316794,-0.0021006182749033543,0.00011585898506404145,4.0841527442040934e-05
Saint Lucia,LCA,662,hhi,2000,2020,0.005206770081362473,0.005223811275343168,1.704119398069498e-05,increase,top5,Top 5,top-5 superstar concentration,-0.00027457248174472555,0.0002663748857012734,3.489628750416227e-05,-9.657497480011822e-06
Saint Vincent and the Grenadines,VCT,670,hhi,2000,2023,0.0077535427917759985,0.0052198124894514255,-0.002533730302324573,decrease,top5,Top 5,top-5 superstar concentration,-0.0017287366653192552,-0.0009202081182038298,6.464978479807186e-05,5.056469640043958e-05
Samoa,WSM,882,hhi,2001,2024,0.008714955104472358,0.008402586371172046,-0.00031236873330031147,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.0011399202105229463,-0.0014519632248742626,-2.6494761740338837e-05,2.6169042791343128e-05
Sao Tome and Principe,STP,678,hhi,2000,2023,0.022366719271910977,0.02222640535751289,-0.00014031391439808805,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.003877115779930827,-0.003982157626967131,-8.588692788982088e-05,5.061486052803433e-05
Saudi Arabia,SAU,682,hhi,2000,2024,0.012448521782679854,0.009651220077213392,-0.0027973017054664616,decrease,top5,Top 5,top-5 superstar concentration,-0.002088301858244653,-0.0007650813283665077,3.399739025357969e-05,2.208409089112396e-05
Senegal,SEN,686,hhi,2000,2024,0.01609782149042738,0.010812695848764457,-0.005285125641662924,decrease,top5,Top 5,top-5 superstar concentration,-0.005153429006120161,-0.00018418024961105312,4.64320149651706e-05,6.051599103118379e-06
Serbia,SRB,688,hhi,2006,2024,0.0036667438315660544,0.003937721804687692,0.0002709779731216379,increase,top5,Top 5,top-5 superstar concentration,0.0006423944661022481,-0.0004704740549088466,7.331410983191591e-05,2.5743452096320992e-05
Seychelles,SYC,690,hhi,2000,2024,0.007988765968843927,0.014332352227469293,0.006343586258625366,increase,top5,Top 5,top-5 superstar concentration,0.007668940269344967,-0.0012367467438925688,-0.00010789731440283891,1.929004757580564e-05
Singapore,SGP,702,hhi,2000,2024,0.023270011968824902,0.012670696971121744,-0.010599314997703158,decrease,top5,Top 5,top-5 superstar concentration,-0.012392817555821955,0.001718072275709497,8.839429648479298e-05,-1.2964014075492975e-05
Slovakia,SVK,703,hhi,2000,2024,0.0048095789555717815,0.009273265907619581,0.0044636869520478,increase,top5,Top 5,top-5 superstar concentration,0.003516338538853732,0.0010022485713487525,7.1636838711643135e-06,-6.206384202585127e-05
Slovenia,SVN,705,hhi,2000,2024,0.003474632437290972,0.04702142156929002,0.043546789131999046,increase,top5,Top 5,top-5 superstar concentration,0.043524887020292925,0.00045460558784783016,-0.00028853197311413633,-0.0001441715030275659
South Africa,ZAF,710,hhi,2000,2024,0.004509314056208337,0.003808938612644103,-0.000700375443564234,decrease,top5,Top 5,top-5 superstar concentration,-0.0010106634099958192,0.00027542913205737263,2.9477132101011854e-05,5.381702273200525e-06
Spain,ESP,724,hhi,2000,2024,0.009693420594657302,0.003891432863316636,-0.005801987731340667,decrease,top5,Top 5,top-5 superstar concentration,-0.006316888608798369,0.00034370631752875204,0.00015748442580050754,1.3710134128444871e-05
Sri Lanka,LKA,144,hhi,2000,2024,0.006640557763314173,0.005493219512065975,-0.001147338251248198,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.0003858849831124187,-0.0007230817824938106,-7.140159097348214e-05,3.303010533151525e-05
Suriname,SUR,740,hhi,2000,2024,0.014769534497029278,0.006398269231037504,-0.008371265265991773,decrease,top5,Top 5,top-5 superstar concentration,-0.008429899078820934,3.623100228484621e-05,-1.8394317193383674e-05,4.0797127737694075e-05
Sweden,SWE,752,hhi,2000,2024,0.006595388785195029,0.004827847386582285,-0.0017675413986127445,decrease,top5,Top 5,top-5 superstar concentration,-0.002154457694030643,0.0003357611399758414,4.370231410243705e-05,7.452841339620797e-06
Switzerland,CHE,757,hhi,2000,2024,0.007234126635945832,0.10714970406312567,0.09991557742717984,increase,top5,Top 5,top-5 superstar concentration,0.10155159154442207,-0.0013623481029824275,-0.00017948054910763922,-9.41854651521833e-05
Thailand,THA,764,hhi,2000,2024,0.006237820824879892,0.008326012782741529,0.002088191957861637,increase,top5,Top 5,top-5 superstar concentration,0.0019961598591196595,0.00017599221231799872,-7.224727316833696e-05,-1.1712840407684944e-05
Togo,TGO,768,hhi,2000,2024,0.017306006642050138,0.00962537996067887,-0.007680626681371268,decrease,top5,Top 5,top-5 superstar concentration,-0.007237975095739749,-0.0005589855325651011,7.951738150549579e-05,3.681656542807999e-05
Tonga,TON,776,hhi,2000,2023,0.018093022023676537,0.00972453744281176,-0.008368484580864777,decrease,top5,Top 5,top-5 superstar concentration,-0.005715942822356878,-0.0026314460458836276,-9.436166669396528e-05,7.326595406969201e-05
Trinidad and Tobago,TTO,780,hhi,2000,2024,0.012541049620326076,0.012003524822537354,-0.0005375247977887215,decrease,top5,Top 5,top-5 superstar concentration,-0.0012232977770323013,0.000725856887275139,-3.2967226951465824e-06,-3.678718533641466e-05
Tunisia,TUN,788,hhi,2000,2024,0.0057211377639975105,0.005069809987593053,-0.0006513277764044574,decrease,top5,Top 5,top-5 superstar concentration,-0.0009916582908462953,0.00035589429994676344,-1.907838666447112e-05,3.5146011595451655e-06
Türkiye,TUR,792,hhi,2000,2024,0.006180892134115396,0.008289891193224718,0.002108999059109322,increase,top5,Top 5,top-5 superstar concentration,0.001959109643025021,0.00020107754936086585,-2.9219642393696268e-05,-2.19684908828684e-05
USA,USA,842,hhi,2000,2024,0.013550213759750962,0.007164463924513024,-0.006385749835237938,decrease,top5,Top 5,top-5 superstar concentration,-0.007127323178461822,0.0006519351954261295,7.806819308312109e-05,1.1569954714633072e-05
Uganda,UGA,800,hhi,2000,2024,0.007976362814658385,0.0841314594999047,0.07615509668524632,increase,top5,Top 5,top-5 superstar concentration,0.07850484224210545,-0.0021026823568467486,-0.00021677435116361922,-3.0288848848768787e-05
Ukraine,UKR,804,hhi,2000,2024,0.004867092445523504,0.004314358101405505,-0.0005527343441179989,decrease,top5,Top 5,top-5 superstar concentration,-0.00029470659924397307,-0.0002464528832477324,-1.8221863705739105e-05,6.647002079445319e-06
United Arab Emirates,ARE,784,hhi,2005,2023,0.016736157502039644,0.059896519248180714,0.043160361746141074,increase,top5,Top 5,top-5 superstar concentration,0.04315355441363144,0.00015409721005028116,-0.0001101365865927509,-3.715329094789433e-05
United Kingdom,GBR,826,hhi,2000,2024,0.008340405495725829,0.016583730152617673,0.008243324656891845,increase,top5,Top 5,top-5 superstar concentration,0.00773935802577011,0.00053003813971294,-2.700961697993604e-07,-2.5801412421407076e-05
United Rep. of Tanzania,TZA,834,hhi,2000,2024,0.009156861141927704,0.006407044896036968,-0.002749816245890736,decrease,top5,Top 5,top-5 superstar concentration,-0.002026180309882349,-0.0008780836599414105,0.00015500239032379613,-5.54666390772501e-07
Uruguay,URY,858,hhi,2000,2024,0.004775620747695417,0.00516519074955743,0.0003895700018620128,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.00015958399594086627,0.0005665225484841109,-5.827219654552817e-06,-1.1541331026678945e-05
Viet Nam,VNM,704,hhi,2000,2023,0.010860299784289231,0.004329963948005925,-0.0065303358362833065,decrease,top5,Top 5,top-5 superstar concentration,-0.006479337775295807,-7.911297442896731e-05,1.2260093264597482e-06,2.6888904115008545e-05
Zambia,ZMB,894,hhi,2000,2024,0.014640194841945342,0.006319470995870681,-0.00832072384607466,decrease,top5,Top 5,top-5 superstar concentration,-0.009788882468551939,0.0012988521836952201,0.00019079499757279422,-2.148855879073514e-05
Zimbabwe,ZWE,716,hhi,2000,2024,0.005435962684769114,0.011300179886924002,0.005864217202154888,increase,top5,Top 5,top-5 superstar concentration,0.006444724293435702,-0.0007144732052568052,0.00015698016997989965,-2.301405600390962e-05
Albania,ALB,8,theil,2000,2024,2.4304624788214566,2.230513635999468,-0.19994884282198866,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.10776436297787706,-0.24669217019495404,0.08702839388677752,0.06747929646406509
Algeria,DZA,12,theil,2000,2024,2.7872408435437137,2.4491679022757524,-0.3380729412679613,decrease,top5,Top 5,top-5 superstar concentration,-0.31204382231651373,-0.17597505323590967,0.10370697961928066,0.04623895466518077
Andorra,AND,20,theil,2000,2023,2.602279372004502,2.734665244499337,0.1323858724948348,increase,top5,Top 5,top-5 superstar concentration,0.15150316936564545,0.05109001033225735,-0.0370694489050345,-0.03313785829803333
Angola,AGO,24,theil,2004,2024,2.5175424579508103,2.29304964472901,-0.22449281322180026,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.002919752457146485,-0.21044660241647906,-0.040975148088161495,0.024009184825694266
Antigua and Barbuda,ATG,28,theil,2000,2024,2.3089793756755244,2.3206812805354358,0.011701904859911405,increase,top5,Top 5,top-5 superstar concentration,-0.037687773007342384,0.0005589904999807604,0.0185543925462911,0.03027629482098146
Argentina,ARG,32,theil,2000,2024,1.8494728509451357,2.249295689793035,0.3998228388478995,increase,top5,Top 5,top-5 superstar concentration,0.24034057279270177,0.1418162089489765,0.08098240886830349,-0.063316351762083
Armenia,ARM,51,theil,2000,2024,3.628158922003028,4.143643539868338,0.5154846178653103,increase,top5,Top 5,top-5 superstar concentration,1.2639228654856804,-0.5772355509380389,-0.11692770404768571,-0.05427499263464655
Aruba,ABW,533,theil,2005,2023,4.758071971209802,2.427595254386612,-2.3304767168231897,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-1.3413310266347545,-1.5732225120368772,0.4649778550219728,0.11909896682646882
Australia,AUS,36,theil,2000,2024,2.03201475543209,2.1413741497984216,0.10935939436633157,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.04146484125818373,0.08399445000011108,0.03860032907140443,0.028229456553000215
Austria,AUT,40,theil,2000,2024,1.7032263072530645,1.7163768800496502,0.013150572796585713,increase,rank51_200,Ranks 51-200,middle-tail change,-0.04248173769092173,-0.017384545057280487,0.05229617046251678,0.020720685082271123
Azerbaijan,AZE,31,theil,2000,2024,2.9900490916646087,2.7914917119054174,-0.1985573797591913,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.4731395766246347,-0.5491649073853349,-0.11543308042314537,-0.007098968575346441
Bahamas,BHS,44,theil,2000,2024,2.082112005902204,2.1015326649721633,0.019420659069959267,increase,top5,Top 5,top-5 superstar concentration,0.0395342198384,-0.012208000800680963,-0.004481042290906512,-0.0034245176768535612
Bahrain,BHR,48,theil,2000,2024,2.5879792919989577,2.987108534599014,0.39912924260005633,increase,top5,Top 5,top-5 superstar concentration,0.5774335579803855,0.03514475223369795,-0.14883032798765616,-0.06461873962637187
Barbados,BRB,52,theil,2000,2024,2.072075059154017,2.044887026799099,-0.027188032354918068,decrease,top5,Top 5,top-5 superstar concentration,-0.06839316986240196,0.022905242162758688,0.013543847188500768,0.004756048156224102
Belarus,BLR,112,theil,2000,2021,1.8093016645948938,1.7118096226851842,-0.09749204190970961,decrease,top5,Top 5,top-5 superstar concentration,-0.12073472026893806,-0.08094101016244637,0.041704438215550255,0.062479250306124196
Belgium,BEL,56,theil,2000,2024,1.9713633791450744,2.1511569739759318,0.17979359483085733,increase,rank6_50,Ranks 6-50,broader upper-tier concentration,0.027205124555191085,0.14551117011457515,0.018021449108564458,-0.010944148947473975
Belize,BLZ,84,theil,2000,2024,2.826496503583318,2.263134595157973,-0.5633619084253447,decrease,top5,Top 5,top-5 superstar concentration,-0.5767774641042589,-0.23113591493634222,0.14435893424676205,0.10019253636849537
Benin,BEN,204,theil,2000,2024,3.3423777556432994,3.6034850335181283,0.2611072778748289,increase,top5,Top 5,top-5 superstar concentration,0.7945100541935703,-0.4424570771428775,-0.09664355083083076,0.005697851654965957
Bermuda,BMU,60,theil,2010,2024,2.5573367666238753,2.551564560322226,-0.00577220630164943,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.10050282804583743,-0.12688969503800007,-0.006035736978608597,0.026650397669122666
Bolivia (Plurinational State of),BOL,68,theil,2000,2024,2.316587595507402,2.0612485484770824,-0.2553390470303194,decrease,top5,Top 5,top-5 superstar concentration,-0.3582945959388943,-0.05830846190706018,0.08149216042230079,0.07977185039333426
Bosnia Herzegovina,BIH,70,theil,2003,2024,2.041356756444728,1.844618358425067,-0.1967383980196611,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.00024133282499017028,-0.2727534190289458,0.0400224032960802,0.03623395053819531
Botswana,BWA,72,theil,2000,2023,2.369769109992284,2.7625066628238804,0.3927375528315964,increase,top5,Top 5,top-5 superstar concentration,0.3626193723489881,0.04396014793752945,0.03881087487242513,-0.05265284232734652
Brazil,BRA,76,theil,2000,2024,2.068223364682008,2.0579981440598445,-0.010225220622163356,decrease,top5,Top 5,top-5 superstar concentration,-0.13085229059678988,0.09357831076357737,0.04413389703562598,-0.01708513782457667
Brunei Darussalam,BRN,96,theil,2001,2024,2.5320138824871736,2.4396731421366797,-0.09234074035049389,decrease,top5,Top 5,top-5 superstar concentration,-0.16571819403840649,0.025584285823768704,0.03507753980917028,0.012715628054973269
Bulgaria,BGR,100,theil,2000,2024,1.9483335968758206,1.9819925190599115,0.033658922184090834,increase,top5,Top 5,top-5 superstar concentration,0.09306688629471738,-0.030898144930420424,-0.008852079239356159,-0.019657739940849933
Burkina Faso,BFA,854,theil,2000,2024,3.3579432002693284,2.889523777973783,-0.46841942229554556,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.3081173886754236,-0.3831938672175783,0.17879134146104003,0.04410049213641731
Burundi,BDI,108,theil,2000,2023,3.4582747056568217,2.934800495819812,-0.5234742098370098,decrease,top5,Top 5,top-5 superstar concentration,-0.6913920368194097,0.004695391076803723,0.16676686813370578,-0.003544432228109816
Cabo Verde,CPV,132,theil,2000,2024,2.7991897600759272,2.4433660594118924,-0.3558237006640348,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.15677620734010467,-0.29069488479279415,0.025485914487364147,0.0661614769815003
Cambodia,KHM,116,theil,2000,2024,4.022808896773851,2.506264364537852,-1.516544532235999,decrease,top5,Top 5,top-5 superstar concentration,-1.6120883194095925,-0.36556374817413084,0.34371719426117764,0.11739034108654718
Cameroon,CMR,120,theil,2000,2023,2.8424305512909247,2.8085103615232674,-0.033920189767657316,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,0.25007714872308373,-0.3325589050901192,0.02576067953030109,0.022800887069076393
Canada,CAN,124,theil,2000,2024,2.1436585330167164,1.9153394050037,-0.22831912801301635,decrease,top5,Top 5,top-5 superstar concentration,-0.3314374956457775,-0.08302113716674775,0.12234751323252568,0.06379199156698272
Central African Rep.,CAF,140,theil,2000,2024,3.71569448882497,3.346682926053556,-0.3690115627714139,decrease,rank6_50,Ranks 6-50,broader upper-tier concentration,-0.14390852085388728,-0.32604553200683584,0.05830386013484401,0.04263862995446556
Chile,CHL,152,theil,2000,2024,1.879530017412145,1.9529518342943246,0.07342181688217964,increase,rank51_200,Ranks 51-200,middle-tail change,0.02598901644194207,-0.021065824815469036,0.08314419174751142,-0.014645566491805012
China,CHN,156,theil,2000,2024,2.000160147124496,2.811150910605841,0.8109907634813451,increase,top5,Top 5,top-5 superstar concentration,0.985620065149575,0.07352658828138614,-0.1404144126614733,-0.10774147728814264
"China, Hong Kong SAR",HKG,344,theil,2000,2024,2.174145620128638,3.807858752902121,1.633713132773483,increase,top5,Top 5,top-5 superstar concentration,1.6392146579460252,0.4669509038985685,-0.28881336425853765,-0.1836390648125733
"China, Macao SAR",MAC,446,theil,2000,2024,3.1304327285045552,3.7089293410683797,0.5784966125638245,increase,top5,Top 5,top-5 superstar concentration,1.1491857006189203,-0.34338754877316235,-0.1786654407373664,-0.04863609854456733
Colombia,COL,170,theil,2000,2024,1.9423758485898521,2.0399123766325515,0.09753652804269941,increase,top5,Top 5,top-5 superstar concentration,0.2648421584966807,-0.106906023257192,-0.04779971424347551,-0.012599892953313568
Comoros,COM,174,theil,2000,2023,4.437059314886231,3.8975385217425975,-0.5395207931436339,decrease,top5,Top 5,top-5 superstar concentration,-0.7906066757128909,0.18434639852637513,0.07881056488923352,-0.012071080846353825
Costa Rica,CRI,188,theil,2000,2024,2.3532685005941105,2.0916336560035345,-0.26163484459057607,decrease,top5,Top 5,top-5 superstar concentration,-0.5337255961353489,0.12979482078954663,0.10929331134337428,0.03300261941185209
